age,career,lifestyle,choice,happiness,success,finance
26,Writer,Luxurious,World Explorer,100.0,52.2,60.59
30,Writer,Adventure-seeker,Work-Life Balance,91.31,54.88,55.81
48,Teacher,Luxurious,Creative Pursuit,87.53,81.49,70.66
23,Scientist,Balanced,Creative Pursuit,91.94,67.74,53.0
47,Writer,Minimalist,Academic Excellence,84.95,74.69,53.58
20,Doctor,Adventure-seeker,Creative Pursuit,85.67,78.93,40.09
22,Doctor,Family-focused,Creative Pursuit,82.8,79.76,63.17
25,Writer,Minimalist,Entrepreneurship,90.04,65.78,53.87
54,Finance,Balanced,Entrepreneurship,79.33,100.0,90.79
34,Doctor,Balanced,Academic Excellence,71.73,97.45,98.53
27,Marketing,Balanced,Academic Excellence,65.26,83.94,67.48
23,Marketing,Balanced,Academic Excellence,67.38,83.15,72.17
28,Finance,Adventure-seeker,Corporate Ladder,62.51,91.02,81.06
28,Software Engineer,Minimalist,Entrepreneurship,77.25,76.71,58.44
34,Finance,Luxurious,Academic Excellence,62.95,82.9,100.0
33,Teacher,Adventure-seeker,World Explorer,100.0,53.19,20.39
30,Marketing,Luxurious,World Explorer,94.88,55.83,66.59
35,Doctor,Minimalist,World Explorer,91.24,62.53,51.76
47,Writer,Adventure-seeker,Creative Pursuit,100.0,62.95,31.96
49,Writer,Minimalist,Creative Pursuit,90.65,71.48,47.59
38,Teacher,Career-driven,Corporate Ladder,63.72,100.0,95.29
51,Artist,Luxurious,World Explorer,96.0,74.95,65.68
21,Finance,Luxurious,Creative Pursuit,76.29,72.34,82.05
39,Software Engineer,Family-focused,Work-Life Balance,78.58,85.0,73.41
50,Marketing,Career-driven,Entrepreneurship,52.88,88.46,94.48
41,Artist,Balanced,Academic Excellence,68.1,82.86,62.97
18,Lawyer,Luxurious,Corporate Ladder,51.36,76.6,97.35
24,Doctor,Family-focused,Entrepreneurship,79.15,85.53,100.0
54,Lawyer,Balanced,Academic Excellence,71.56,100.0,95.6
43,Writer,Adventure-seeker,Work-Life Balance,99.29,70.39,46.8
28,Teacher,Adventure-seeker,Entrepreneurship,97.8,78.84,65.44
41,Artist,Career-driven,World Explorer,93.19,85.13,53.67
21,Software Engineer,Career-driven,Corporate Ladder,51.81,98.14,100.0
19,Scientist,Minimalist,Creative Pursuit,79.04,69.03,38.53
38,Marketing,Career-driven,Corporate Ladder,47.7,100.0,89.76
40,Teacher,Minimalist,World Explorer,100.0,67.85,29.04
20,Finance,Minimalist,Creative Pursuit,84.98,69.43,52.27
43,Writer,Career-driven,World Explorer,88.57,83.56,56.18
23,Finance,Career-driven,Entrepreneurship,58.79,100.0,100.0
36,Marketing,Adventure-seeker,Work-Life Balance,96.5,65.88,58.75
29,Finance,Balanced,Corporate Ladder,57.64,100.0,100.0
26,Business Owner,Family-focused,Work-Life Balance,79.87,84.17,73.82
31,Software Engineer,Adventure-seeker,Corporate Ladder,72.57,99.7,74.37
31,Marketing,Minimalist,Corporate Ladder,53.92,76.43,78.58
51,Doctor,Family-focused,World Explorer,85.33,86.9,65.97
23,Scientist,Minimalist,Work-Life Balance,73.75,70.34,53.45
47,Software Engineer,Career-driven,Work-Life Balance,60.81,100.0,100.0
44,Business Owner,Minimalist,Academic Excellence,68.57,90.65,91.72
44,Finance,Career-driven,Entrepreneurship,62.62,100.0,96.39
47,Marketing,Career-driven,Corporate Ladder,35.42,100.0,100.0
20,Writer,Luxurious,Work-Life Balance,94.17,69.34,61.13
31,Lawyer,Family-focused,Corporate Ladder,65.4,91.58,99.77
48,Marketing,Minimalist,Entrepreneurship,77.9,83.21,55.37
44,Teacher,Balanced,Corporate Ladder,65.64,100.0,97.24
39,Business Owner,Family-focused,Work-Life Balance,92.17,92.44,84.07
31,Artist,Balanced,Entrepreneurship,86.29,82.94,78.13
27,Teacher,Adventure-seeker,Corporate Ladder,80.76,68.66,61.59
22,Lawyer,Career-driven,Entrepreneurship,52.75,99.64,86.33
54,Scientist,Balanced,World Explorer,93.28,83.26,56.58
45,Marketing,Balanced,Entrepreneurship,66.69,81.37,95.67
35,Lawyer,Family-focused,Corporate Ladder,62.21,94.48,100.0
26,Artist,Adventure-seeker,Academic Excellence,86.56,73.43,48.49
19,Teacher,Luxurious,Work-Life Balance,89.32,56.39,77.68
55,Software Engineer,Minimalist,Creative Pursuit,95.27,94.89,71.82
33,Lawyer,Career-driven,Entrepreneurship,66.22,99.89,100.0
43,Scientist,Family-focused,World Explorer,100.0,62.52,40.47
25,Lawyer,Minimalist,Creative Pursuit,95.55,68.46,60.84
45,Scientist,Career-driven,Creative Pursuit,79.4,85.1,61.01
38,Marketing,Luxurious,Work-Life Balance,69.74,65.86,92.0
40,Marketing,Minimalist,Entrepreneurship,65.57,80.45,71.82
31,Doctor,Luxurious,Academic Excellence,59.26,90.66,100.0
30,Finance,Adventure-seeker,Academic Excellence,84.41,82.92,71.13
46,Finance,Adventure-seeker,Creative Pursuit,100.0,90.01,56.32
50,Lawyer,Balanced,Creative Pursuit,90.98,100.0,78.26
29,Marketing,Balanced,Work-Life Balance,70.23,74.52,79.94
52,Artist,Adventure-seeker,Corporate Ladder,75.81,89.68,65.07
50,Business Owner,Luxurious,Academic Excellence,53.3,98.3,100.0
27,Scientist,Balanced,Work-Life Balance,86.53,68.79,74.43
28,Doctor,Minimalist,Academic Excellence,75.77,85.85,78.43
20,Finance,Family-focused,Work-Life Balance,78.73,67.12,66.95
50,Business Owner,Minimalist,Creative Pursuit,84.46,81.16,78.58
45,Artist,Career-driven,Work-Life Balance,76.89,97.12,80.17
24,Scientist,Luxurious,World Explorer,89.54,48.51,52.18
22,Lawyer,Adventure-seeker,Academic Excellence,82.41,79.16,71.44
44,Finance,Career-driven,Work-Life Balance,73.68,100.0,100.0
44,Writer,Minimalist,World Explorer,96.96,65.66,41.17
41,Business Owner,Family-focused,Entrepreneurship,80.98,92.87,85.85
49,Marketing,Minimalist,Corporate Ladder,62.01,90.78,90.05
55,Lawyer,Career-driven,Academic Excellence,52.27,100.0,100.0
22,Writer,Adventure-seeker,World Explorer,100.0,51.41,26.77
48,Scientist,Balanced,Entrepreneurship,77.13,79.42,97.52
40,Finance,Family-focused,World Explorer,88.47,88.18,66.72
51,Business Owner,Family-focused,Corporate Ladder,68.54,97.18,100.0
22,Scientist,Career-driven,Academic Excellence,54.01,85.56,76.23
45,Finance,Career-driven,World Explorer,79.65,100.0,81.25
52,Artist,Career-driven,World Explorer,80.18,84.78,69.74
18,Doctor,Balanced,World Explorer,81.92,77.96,51.66
32,Marketing,Luxurious,Corporate Ladder,52.94,82.0,100.0
19,Doctor,Minimalist,Creative Pursuit,94.16,61.04,48.2
21,Software Engineer,Adventure-seeker,Academic Excellence,72.64,80.72,51.81
18,Business Owner,Family-focused,Academic Excellence,66.74,82.86,80.0
23,Software Engineer,Balanced,Creative Pursuit,77.09,84.34,70.12
48,Marketing,Balanced,World Explorer,80.05,74.98,51.56
45,Finance,Balanced,Creative Pursuit,87.68,93.14,90.95
41,Marketing,Adventure-seeker,Academic Excellence,71.97,74.35,58.93
50,Writer,Family-focused,Work-Life Balance,96.75,69.65,74.48
26,Marketing,Adventure-seeker,Entrepreneurship,84.69,72.92,61.39
51,Lawyer,Family-focused,Creative Pursuit,94.99,76.99,80.55
51,Software Engineer,Family-focused,Academic Excellence,77.88,96.91,91.93
20,Marketing,Family-focused,World Explorer,100.0,56.32,26.15
31,Doctor,Career-driven,World Explorer,74.11,88.6,68.81
20,Software Engineer,Family-focused,World Explorer,92.39,74.35,57.64
32,Teacher,Family-focused,Corporate Ladder,66.93,87.2,79.02
34,Teacher,Minimalist,Entrepreneurship,84.95,67.52,72.29
41,Teacher,Minimalist,Corporate Ladder,70.22,83.23,77.79
44,Teacher,Career-driven,Entrepreneurship,78.91,100.0,77.12
21,Teacher,Luxurious,Work-Life Balance,91.65,56.75,63.58
37,Marketing,Minimalist,World Explorer,97.02,59.36,35.17
47,Writer,Career-driven,Creative Pursuit,92.88,86.79,62.22
50,Teacher,Luxurious,Work-Life Balance,92.57,82.42,78.08
33,Marketing,Balanced,World Explorer,96.58,77.02,60.62
26,Scientist,Luxurious,World Explorer,90.22,56.63,57.13
24,Finance,Career-driven,Work-Life Balance,69.95,90.93,100.0
32,Teacher,Balanced,Creative Pursuit,92.15,73.01,55.03
32,Writer,Minimalist,Corporate Ladder,69.57,71.23,70.33
44,Scientist,Family-focused,Corporate Ladder,54.73,81.6,79.41
28,Marketing,Balanced,Creative Pursuit,80.52,65.92,54.68
21,Marketing,Minimalist,World Explorer,99.24,54.09,34.87
50,Marketing,Family-focused,Academic Excellence,75.15,87.41,67.98
44,Marketing,Adventure-seeker,Work-Life Balance,90.0,60.65,55.31
18,Doctor,Balanced,Creative Pursuit,81.72,79.95,67.39
45,Scientist,Career-driven,Academic Excellence,55.63,100.0,87.1
19,Writer,Minimalist,Corporate Ladder,65.83,83.24,64.35
36,Marketing,Minimalist,Entrepreneurship,78.79,65.39,48.91
48,Writer,Adventure-seeker,Academic Excellence,93.69,85.77,61.22
46,Finance,Minimalist,World Explorer,87.99,81.85,67.72
45,Artist,Minimalist,Corporate Ladder,64.46,83.88,66.99
47,Scientist,Family-focused,Academic Excellence,65.21,78.11,66.72
43,Software Engineer,Family-focused,Creative Pursuit,86.15,70.78,74.48
25,Scientist,Balanced,Work-Life Balance,74.65,80.36,71.45
48,Scientist,Adventure-seeker,Corporate Ladder,66.58,87.62,67.77
34,Scientist,Luxurious,Creative Pursuit,81.31,71.49,60.9
30,Doctor,Minimalist,Entrepreneurship,67.45,89.07,55.81
23,Lawyer,Career-driven,Entrepreneurship,67.81,91.26,100.0
31,Doctor,Balanced,Corporate Ladder,58.6,92.11,92.06
38,Business Owner,Minimalist,World Explorer,98.05,78.55,60.61
52,Scientist,Balanced,Creative Pursuit,88.71,83.35,58.52
46,Software Engineer,Career-driven,Academic Excellence,62.81,100.0,100.0
34,Artist,Balanced,World Explorer,100.0,71.95,54.48
33,Marketing,Family-focused,Corporate Ladder,61.59,85.25,81.72
55,Lawyer,Adventure-seeker,Creative Pursuit,89.43,75.43,58.62
26,Business Owner,Luxurious,Work-Life Balance,71.37,82.64,94.82
36,Writer,Balanced,Corporate Ladder,70.48,92.89,84.22
46,Lawyer,Luxurious,Entrepreneurship,65.29,78.08,100.0
30,Business Owner,Adventure-seeker,Academic Excellence,66.96,83.22,68.98
52,Lawyer,Minimalist,Work-Life Balance,80.03,87.4,89.5
43,Software Engineer,Career-driven,Creative Pursuit,67.89,100.0,83.25
49,Software Engineer,Minimalist,Creative Pursuit,85.73,75.97,63.37
52,Lawyer,Luxurious,World Explorer,80.94,78.74,95.8
31,Marketing,Family-focused,Academic Excellence,79.59,81.6,59.8
27,Finance,Career-driven,Creative Pursuit,79.34,100.0,80.9
45,Finance,Minimalist,Entrepreneurship,71.33,84.2,79.21
40,Finance,Adventure-seeker,Creative Pursuit,100.0,86.96,55.86
35,Finance,Family-focused,Corporate Ladder,59.88,91.0,100.0
29,Business Owner,Adventure-seeker,Entrepreneurship,79.01,86.37,56.71
37,Lawyer,Family-focused,Work-Life Balance,88.01,80.05,75.24
19,Teacher,Minimalist,Corporate Ladder,60.42,83.95,66.72
33,Teacher,Minimalist,Work-Life Balance,100.0,63.82,45.77
51,Marketing,Adventure-seeker,Entrepreneurship,78.45,80.42,77.71
46,Doctor,Family-focused,Entrepreneurship,65.75,84.61,64.76
29,Writer,Career-driven,Corporate Ladder,51.07,100.0,83.77
31,Finance,Career-driven,Academic Excellence,50.77,100.0,92.53
41,Writer,Luxurious,Corporate Ladder,55.81,91.27,87.6
21,Business Owner,Adventure-seeker,Work-Life Balance,89.53,76.46,67.93
34,Artist,Minimalist,Academic Excellence,78.91,82.17,50.44
31,Finance,Luxurious,Corporate Ladder,55.14,85.88,100.0
47,Writer,Luxurious,Academic Excellence,67.45,74.95,95.45
26,Software Engineer,Family-focused,Entrepreneurship,66.85,82.74,100.0
45,Finance,Career-driven,Work-Life Balance,65.94,100.0,100.0
28,Lawyer,Career-driven,Entrepreneurship,54.22,98.74,96.2
51,Marketing,Career-driven,Entrepreneurship,54.59,100.0,100.0
25,Business Owner,Career-driven,Academic Excellence,50.99,99.05,97.19
55,Business Owner,Luxurious,Academic Excellence,68.82,94.17,100.0
43,Finance,Adventure-seeker,World Explorer,100.0,83.23,53.77
46,Marketing,Luxurious,World Explorer,86.67,66.67,78.82
52,Finance,Luxurious,Entrepreneurship,70.29,100.0,100.0
31,Writer,Balanced,Creative Pursuit,93.08,75.93,44.34
22,Scientist,Minimalist,Work-Life Balance,78.23,56.37,51.34
52,Business Owner,Luxurious,Entrepreneurship,55.34,99.74,100.0
38,Doctor,Luxurious,Corporate Ladder,46.23,91.22,100.0
18,Lawyer,Family-focused,Entrepreneurship,79.29,67.31,73.99
43,Doctor,Minimalist,Entrepreneurship,65.22,93.6,82.89
53,Lawyer,Luxurious,Corporate Ladder,58.78,100.0,100.0
52,Business Owner,Minimalist,World Explorer,98.4,90.23,63.17
25,Software Engineer,Balanced,Entrepreneurship,62.91,87.31,99.9
39,Business Owner,Balanced,Work-Life Balance,78.34,89.93,100.0
43,Doctor,Minimalist,World Explorer,98.41,77.73,60.83
39,Writer,Family-focused,Entrepreneurship,93.1,70.3,81.01
53,Marketing,Career-driven,Work-Life Balance,74.71,94.75,88.44
25,Business Owner,Family-focused,Academic Excellence,79.54,83.55,85.99
49,Marketing,Career-driven,World Explorer,79.42,91.18,58.99
36,Lawyer,Minimalist,Corporate Ladder,62.08,91.73,85.85
37,Doctor,Minimalist,Academic Excellence,58.66,85.37,78.75
33,Business Owner,Minimalist,Creative Pursuit,94.36,86.4,58.69
55,Finance,Luxurious,Corporate Ladder,56.44,100.0,100.0
44,Marketing,Adventure-seeker,World Explorer,100.0,67.14,41.49
50,Lawyer,Career-driven,Entrepreneurship,63.0,100.0,100.0
24,Teacher,Balanced,Work-Life Balance,95.53,78.57,58.12
33,Finance,Minimalist,Entrepreneurship,70.97,81.99,93.47
28,Finance,Luxurious,Creative Pursuit,84.3,83.19,90.09
26,Doctor,Adventure-seeker,Work-Life Balance,97.59,79.63,54.9
23,Doctor,Minimalist,Corporate Ladder,64.2,80.47,88.38
48,Artist,Adventure-seeker,Entrepreneurship,95.77,81.42,68.59
54,Marketing,Minimalist,Academic Excellence,64.47,75.62,70.17
37,Business Owner,Minimalist,Creative Pursuit,83.91,79.65,61.03
36,Doctor,Family-focused,Corporate Ladder,67.15,96.18,90.49
50,Software Engineer,Luxurious,Creative Pursuit,80.35,91.96,96.36
35,Writer,Family-focused,Corporate Ladder,63.59,82.63,74.09
34,Doctor,Balanced,Work-Life Balance,71.39,81.56,79.45
35,Finance,Minimalist,Creative Pursuit,93.07,86.74,57.79
41,Scientist,Balanced,Academic Excellence,56.57,95.64,69.4
21,Lawyer,Career-driven,Corporate Ladder,37.78,96.84,100.0
23,Business Owner,Minimalist,World Explorer,85.97,72.61,53.44
45,Finance,Balanced,Work-Life Balance,73.42,96.74,100.0
24,Writer,Minimalist,Academic Excellence,82.54,65.26,41.05
41,Doctor,Adventure-seeker,Creative Pursuit,100.0,84.27,53.82
49,Scientist,Family-focused,Entrepreneurship,83.94,67.7,76.41
37,Writer,Family-focused,Academic Excellence,81.64,83.05,61.4
48,Lawyer,Balanced,Creative Pursuit,87.09,99.04,75.19
36,Teacher,Career-driven,World Explorer,96.24,80.74,58.42
31,Writer,Adventure-seeker,Work-Life Balance,100.0,59.07,40.37
43,Finance,Adventure-seeker,Creative Pursuit,95.29,90.4,53.91
38,Teacher,Adventure-seeker,World Explorer,100.0,61.12,24.38
23,Doctor,Balanced,Creative Pursuit,78.7,78.15,77.34
44,Teacher,Family-focused,Creative Pursuit,98.07,77.7,48.81
50,Business Owner,Family-focused,Corporate Ladder,56.28,93.18,100.0
20,Artist,Luxurious,Creative Pursuit,81.41,65.46,62.24
38,Artist,Adventure-seeker,Academic Excellence,94.94,78.32,49.56
39,Teacher,Minimalist,Academic Excellence,76.76,82.11,58.13
39,Business Owner,Luxurious,World Explorer,87.74,75.2,77.2
20,Business Owner,Minimalist,Creative Pursuit,89.18,79.61,58.81
54,Artist,Balanced,Corporate Ladder,57.57,98.56,99.4
37,Writer,Adventure-seeker,Academic Excellence,82.31,69.74,56.35
26,Marketing,Family-focused,Creative Pursuit,94.51,57.23,47.55
52,Lawyer,Minimalist,Corporate Ladder,56.45,100.0,97.39
46,Business Owner,Minimalist,Academic Excellence,63.9,100.0,79.33
35,Teacher,Luxurious,Creative Pursuit,86.32,72.95,72.21
28,Marketing,Family-focused,Corporate Ladder,61.88,81.92,78.01
23,Finance,Family-focused,Entrepreneurship,70.37,75.96,65.32
22,Scientist,Minimalist,Work-Life Balance,77.4,70.95,50.6
22,Doctor,Adventure-seeker,Work-Life Balance,92.72,65.58,60.28
33,Business Owner,Career-driven,Creative Pursuit,78.51,92.52,78.79
26,Doctor,Family-focused,Work-Life Balance,78.79,65.77,78.19
40,Lawyer,Minimalist,Work-Life Balance,86.33,72.02,78.14
32,Teacher,Balanced,Creative Pursuit,100.0,71.36,48.36
48,Lawyer,Minimalist,Entrepreneurship,78.39,80.26,74.92
47,Marketing,Adventure-seeker,World Explorer,94.39,67.98,48.78
52,Doctor,Career-driven,Entrepreneurship,67.78,100.0,82.74
19,Scientist,Adventure-seeker,Creative Pursuit,92.5,66.96,31.32
22,Lawyer,Luxurious,Work-Life Balance,73.7,76.42,100.0
19,Teacher,Career-driven,Corporate Ladder,49.47,90.69,88.13
32,Lawyer,Luxurious,Creative Pursuit,73.55,74.48,90.9
39,Finance,Luxurious,Corporate Ladder,57.15,91.71,100.0
42,Software Engineer,Balanced,World Explorer,83.09,84.31,75.9
37,Doctor,Adventure-seeker,Corporate Ladder,61.06,92.25,78.99
50,Marketing,Balanced,Corporate Ladder,57.43,95.04,90.06
54,Writer,Minimalist,Corporate Ladder,70.65,82.14,70.86
29,Writer,Balanced,Entrepreneurship,89.61,78.3,89.57
40,Lawyer,Adventure-seeker,Creative Pursuit,100.0,75.92,50.25
40,Teacher,Minimalist,World Explorer,92.34,54.18,39.45
32,Scientist,Balanced,Entrepreneurship,73.68,89.84,53.68
39,Scientist,Balanced,Corporate Ladder,51.5,91.99,92.65
46,Finance,Balanced,Corporate Ladder,54.29,100.0,100.0
54,Teacher,Balanced,Creative Pursuit,94.46,81.5,72.42
21,Doctor,Adventure-seeker,World Explorer,100.0,59.78,48.08
20,Marketing,Career-driven,Work-Life Balance,62.97,72.43,73.16
38,Marketing,Balanced,Creative Pursuit,90.38,70.76,58.3
52,Doctor,Balanced,Academic Excellence,64.14,100.0,100.0
50,Writer,Luxurious,Academic Excellence,74.5,88.19,79.94
38,Software Engineer,Career-driven,Creative Pursuit,81.42,89.19,78.74
19,Writer,Family-focused,Academic Excellence,82.11,62.96,57.39
33,Finance,Luxurious,Creative Pursuit,73.37,76.19,95.94
44,Doctor,Balanced,World Explorer,95.91,95.41,81.75
35,Business Owner,Adventure-seeker,World Explorer,93.03,71.59,50.89
47,Scientist,Adventure-seeker,Creative Pursuit,100.0,68.41,43.26
46,Finance,Adventure-seeker,Creative Pursuit,85.74,86.92,73.15
30,Writer,Luxurious,World Explorer,93.34,68.51,49.66
25,Writer,Adventure-seeker,Creative Pursuit,100.0,59.11,36.9
54,Writer,Minimalist,Creative Pursuit,96.66,69.96,45.42
33,Lawyer,Luxurious,Entrepreneurship,66.64,88.38,93.61
41,Writer,Balanced,Creative Pursuit,87.81,72.25,57.68
53,Artist,Family-focused,Work-Life Balance,94.59,80.06,69.1
47,Writer,Luxurious,Creative Pursuit,82.58,70.09,76.32
41,Scientist,Luxurious,Work-Life Balance,78.31,62.92,83.66
47,Doctor,Luxurious,World Explorer,78.97,80.75,91.84
52,Software Engineer,Balanced,Corporate Ladder,52.45,100.0,100.0
32,Doctor,Career-driven,Academic Excellence,61.45,100.0,91.11
40,Finance,Career-driven,Corporate Ladder,39.8,100.0,100.0
23,Scientist,Adventure-seeker,Creative Pursuit,88.91,52.94,33.04
30,Business Owner,Family-focused,Creative Pursuit,97.05,86.58,67.06
23,Scientist,Career-driven,World Explorer,74.85,83.73,47.14
23,Finance,Family-focused,Work-Life Balance,76.79,67.99,84.31
41,Marketing,Adventure-seeker,Corporate Ladder,66.32,79.67,64.05
54,Doctor,Luxurious,Creative Pursuit,77.0,78.07,98.82
45,Doctor,Minimalist,Creative Pursuit,91.61,72.4,72.31
23,Doctor,Family-focused,Corporate Ladder,65.98,78.95,83.68
36,Lawyer,Balanced,Work-Life Balance,77.41,79.08,92.89
53,Business Owner,Luxurious,Creative Pursuit,72.08,82.38,94.05
48,Scientist,Balanced,Entrepreneurship,65.44,80.13,75.38
45,Scientist,Minimalist,World Explorer,94.74,70.33,41.27
43,Artist,Minimalist,World Explorer,100.0,60.08,37.73
44,Scientist,Minimalist,Work-Life Balance,82.49,61.55,64.35
23,Scientist,Luxurious,Creative Pursuit,80.39,61.29,53.44
44,Writer,Minimalist,World Explorer,100.0,74.41,44.33
35,Marketing,Luxurious,World Explorer,80.11,63.8,55.94
34,Artist,Luxurious,Entrepreneurship,80.13,71.79,82.28
31,Teacher,Career-driven,Entrepreneurship,73.92,98.7,72.08
35,Writer,Career-driven,Work-Life Balance,85.03,96.7,69.99
26,Artist,Adventure-seeker,World Explorer,100.0,68.0,23.12
48,Doctor,Career-driven,Academic Excellence,61.85,100.0,100.0
21,Writer,Family-focused,Entrepreneurship,85.98,70.4,45.78
18,Teacher,Luxurious,Work-Life Balance,87.46,55.88,75.82
25,Teacher,Adventure-seeker,Creative Pursuit,100.0,69.02,33.94
44,Teacher,Minimalist,Creative Pursuit,100.0,62.76,50.66
37,Scientist,Minimalist,Academic Excellence,63.8,86.0,66.29
37,Business Owner,Minimalist,Work-Life Balance,91.71,81.73,74.36
53,Finance,Family-focused,World Explorer,100.0,92.99,76.97
36,Finance,Family-focused,Entrepreneurship,77.59,91.31,94.01
47,Doctor,Balanced,Entrepreneurship,74.23,89.64,88.03
25,Writer,Luxurious,Entrepreneurship,72.47,60.16,99.54
55,Teacher,Balanced,Creative Pursuit,90.73,92.05,63.83
40,Marketing,Minimalist,Work-Life Balance,89.32,66.96,55.56
41,Teacher,Balanced,Work-Life Balance,87.21,78.1,67.16
27,Scientist,Family-focused,Entrepreneurship,77.73,67.95,61.38
46,Doctor,Luxurious,Corporate Ladder,51.05,99.96,100.0
23,Lawyer,Career-driven,World Explorer,83.68,92.26,64.96
22,Software Engineer,Family-focused,World Explorer,100.0,57.2,48.89
45,Teacher,Luxurious,Academic Excellence,74.17,81.2,81.44
32,Marketing,Luxurious,Academic Excellence,66.94,65.85,84.64
22,Teacher,Career-driven,Academic Excellence,55.16,100.0,67.16
42,Scientist,Career-driven,Academic Excellence,49.08,95.23,76.84
49,Teacher,Family-focused,Academic Excellence,85.35,82.82,63.8
34,Artist,Family-focused,Creative Pursuit,100.0,68.75,34.62
26,Doctor,Career-driven,Entrepreneurship,59.81,100.0,100.0
27,Business Owner,Career-driven,Work-Life Balance,67.76,95.55,100.0
37,Writer,Adventure-seeker,World Explorer,100.0,68.27,35.16
44,Marketing,Career-driven,Creative Pursuit,80.42,89.97,77.61
20,Finance,Minimalist,Creative Pursuit,91.1,82.36,57.92
47,Writer,Luxurious,World Explorer,97.4,56.83,66.78
52,Lawyer,Luxurious,Entrepreneurship,57.2,87.43,99.0
35,Business Owner,Family-focused,Work-Life Balance,78.83,91.61,93.6
21,Marketing,Balanced,World Explorer,80.32,64.28,44.62
54,Lawyer,Career-driven,Work-Life Balance,64.69,100.0,100.0
53,Scientist,Balanced,Entrepreneurship,77.1,82.53,95.51
30,Marketing,Balanced,World Explorer,98.04,69.87,43.87
47,Finance,Minimalist,Entrepreneurship,73.17,87.8,100.0
38,Writer,Family-focused,Work-Life Balance,87.71,71.5,59.25
55,Teacher,Adventure-seeker,Academic Excellence,88.13,76.33,68.62
47,Lawyer,Minimalist,Academic Excellence,60.18,97.62,78.43
32,Lawyer,Adventure-seeker,Corporate Ladder,64.8,97.93,78.57
45,Lawyer,Luxurious,Academic Excellence,60.21,92.25,100.0
40,Teacher,Minimalist,Creative Pursuit,99.73,77.93,37.97
36,Marketing,Career-driven,Academic Excellence,61.58,100.0,88.72
18,Artist,Luxurious,World Explorer,97.46,52.77,51.55
21,Scientist,Balanced,Academic Excellence,67.63,85.96,65.51
37,Finance,Career-driven,Entrepreneurship,57.42,100.0,100.0
19,Artist,Career-driven,Entrepreneurship,66.66,83.15,88.74
20,Artist,Family-focused,World Explorer,100.0,63.42,29.55
23,Lawyer,Adventure-seeker,Work-Life Balance,86.44,67.85,71.63
41,Writer,Adventure-seeker,Corporate Ladder,67.67,84.57,60.03
31,Finance,Adventure-seeker,World Explorer,99.5,79.62,47.06
31,Business Owner,Family-focused,World Explorer,98.59,74.49,67.2
42,Finance,Adventure-seeker,Corporate Ladder,56.57,90.62,84.72
53,Marketing,Balanced,Creative Pursuit,84.46,93.25,67.93
27,Doctor,Career-driven,Corporate Ladder,35.31,100.0,98.7
37,Business Owner,Minimalist,Creative Pursuit,95.41,81.29,71.63
19,Software Engineer,Family-focused,World Explorer,100.0,55.45,59.3
53,Doctor,Luxurious,Academic Excellence,59.01,98.32,100.0
41,Finance,Family-focused,Corporate Ladder,58.19,100.0,94.35
48,Scientist,Career-driven,World Explorer,81.76,80.5,62.44
34,Marketing,Balanced,Corporate Ladder,55.05,90.26,88.91
27,Artist,Minimalist,Work-Life Balance,92.35,56.32,41.07
44,Business Owner,Family-focused,Corporate Ladder,67.5,100.0,100.0
44,Scientist,Minimalist,Entrepreneurship,75.66,84.29,68.17
45,Finance,Adventure-seeker,Corporate Ladder,72.61,100.0,87.89
31,Teacher,Adventure-seeker,Work-Life Balance,94.55,57.58,56.73
41,Writer,Adventure-seeker,Corporate Ladder,83.4,75.39,71.0
36,Scientist,Minimalist,Creative Pursuit,79.39,76.48,49.22
55,Lawyer,Minimalist,Work-Life Balance,76.32,87.66,92.66
40,Finance,Minimalist,Entrepreneurship,72.34,80.73,100.0
54,Software Engineer,Career-driven,Entrepreneurship,69.78,100.0,100.0
33,Writer,Career-driven,Creative Pursuit,76.44,78.5,67.12
41,Artist,Minimalist,Corporate Ladder,57.09,75.65,75.12
51,Marketing,Balanced,Corporate Ladder,48.35,100.0,96.0
35,Software Engineer,Family-focused,World Explorer,99.64,68.79,61.96
40,Marketing,Minimalist,Entrepreneurship,62.64,82.42,73.16
54,Teacher,Luxurious,Entrepreneurship,73.11,73.08,84.69
33,Artist,Career-driven,Creative Pursuit,94.19,93.84,66.53
40,Marketing,Balanced,Corporate Ladder,54.67,85.17,82.42
32,Business Owner,Luxurious,Corporate Ladder,58.94,92.6,100.0
36,Doctor,Career-driven,Academic Excellence,46.26,100.0,94.75
43,Artist,Luxurious,Creative Pursuit,87.14,72.11,65.35
30,Lawyer,Luxurious,Creative Pursuit,71.91,74.2,85.78
31,Business Owner,Balanced,Creative Pursuit,75.86,90.97,70.44
18,Lawyer,Career-driven,Entrepreneurship,50.13,93.08,81.16
50,Teacher,Family-focused,Corporate Ladder,76.6,78.06,78.15
49,Business Owner,Career-driven,World Explorer,83.02,100.0,83.76
25,Teacher,Adventure-seeker,Work-Life Balance,100.0,55.77,50.21
23,Artist,Family-focused,Academic Excellence,89.8,72.65,47.4
49,Teacher,Balanced,Entrepreneurship,74.81,90.69,88.18
28,Business Owner,Career-driven,Creative Pursuit,72.88,100.0,72.3
31,Teacher,Family-focused,Academic Excellence,87.63,68.26,66.36
36,Marketing,Luxurious,Creative Pursuit,85.79,58.79,61.95
24,Lawyer,Career-driven,Corporate Ladder,40.97,100.0,100.0
52,Software Engineer,Adventure-seeker,Creative Pursuit,95.57,83.61,62.59
